#{"t_start": 1780697294.9244785, "env_id": "None"}
r,l,t
0.985,3,117.199029
0.9,12,117.204096
-0.0675,11,117.222289
0.9325,7,117.235438
-0.0075,1,117.236474
0.9575,7,117.258218
0.535,42,117.354229
-0.025,3,117.356296
0.955,5,117.360312
-0.115,14,117.37435
0.995,1,117.37435
0.9575,4,117.382069
-0.025,5,117.384097
0.8775,13,117.395882
0.8675,15,117.404207
0.76,24,117.429274
0.985,2,117.435436
0.94,5,117.435436
0.95,5,117.44216
-0.05,6,117.450355
0.9225,11,117.454501
0.7975,22,117.476572
-0.0325,3,117.4804
0.8575,15,117.490551
0.9975,1,117.49206
-0.0075,1,117.49206
-0.0375,4,117.496176
-0.04,3,117.499193
-0.0325,3,117.501225
0.9275,6,117.504239
0.9975,3,117.506295
0.8725,13,117.520585
-0.0425,5,117.522125
0.9325,7,117.532103
0.985,3,117.534133
0.915,12,117.542257
-0.09,11,117.552019
0.8875,14,117.564259
0.975,4,117.567618
-0.1175,12,117.574238
-0.0075,2,117.580279
0.9875,2,117.584225
0.96,4,117.58702
-0.1225,15,117.598855
0.9,9,117.604547
0.81,21,117.620166
0.3925,66,117.672033
0.955,7,117.67831
0.8975,9,117.684337
0.8675,13,117.697194
0.93,7,117.701234
0.7925,22,117.71882
0.79,19,117.736383
-0.0075,1,117.736383
-0.0825,9,117.744521
-0.01,2,117.745547
0.995,1,117.748935
-0.015,2,117.748935
-0.3225,33,117.774242
0.9875,2,117.776051
0.9825,2,117.780003
-0.0725,9,117.784128
-0.0675,9,117.794173
0.925,11,117.802368
0.9025,10,117.809634
-0.0375,4,117.809634
-0.035,3,117.809634
0.8175,19,117.832022
-0.015,1,117.832022
0.975,2,117.834587
0.9925,1,117.834587
0.68,31,117.867712
-0.0025,2,117.872239
-0.0925,10,117.878556
-0.0875,10,117.884355
0.0,1,117.884355
-0.0975,9,117.894555
0.8125,17,117.904611
0.8,19,117.92961
0.9675,5,117.934284
0.9175,8,117.936954
-0.3025,33,117.966244
-0.175,19,117.982269
0.935,8,117.988382
0.99,1,117.988382
0.665,34,118.016461
-0.0475,4,118.018468
-0.0925,10,118.026645
0.9975,2,118.028655
0.845,17,118.040551
-0.2075,23,118.060423
-0.2075,23,118.078818
0.98,4,118.082024
0.8775,15,118.092061
-0.075,15,118.10443
0.895,10,118.118074
0.835,16,120.284419
-0.045,5,120.288519
0.6625,36,120.328033
0.93,5,120.334452
0.9775,3,120.336557
0.75,25,120.364394
0.9275,9,120.371978
-0.05,5,120.378042
0.985,2,120.380054
0.845,17,120.398068
0.715,33,120.441413
-0.115,11,120.456708
0.9,10,120.476102
0.9625,4,120.480407
0.8075,21,120.499004
-0.06,9,120.504077
0.9475,6,120.517126
-0.035,5,120.522212
0.8175,19,120.540528
0.9575,7,120.548033
0.9875,1,120.549574
0.7875,22,120.569093
-0.0275,3,120.56963
0.89,12,120.584253
-0.03,3,120.584253
-0.145,15,120.602299
0.79,28,120.628849
-0.0125,1,120.628849
0.9525,4,120.63412
-0.045,6,120.639649
-0.0625,7,120.646459
-0.1875,19,120.664081
0.89,12,120.674197
-0.08,10,120.681343
0.925,8,120.686977
0.7225,30,120.714459
0.9425,6,120.719084
0.8425,17,120.734284
0.7175,29,120.75444
0.9975,1,120.75444
-0.1375,16,120.774374
0.82,19,120.784125
0.84,16,120.804265
-0.0475,6,120.804265
-0.2775,27,120.832066
0.955,4,120.834123
0.65,41,120.868091
0.8125,20,120.887196
0.9175,9,120.891353
0.665,33,120.924363
0.815,20,120.942749
-0.015,2,120.946847
0.99,1,120.948028
0.7375,27,120.967042
-0.135,16,120.982349
0.8125,18,120.998967
-0.0275,4,121.002034
-0.0725,8,121.004102
0.87,11,121.018442
-0.0875,10,121.024108
0.94,6,121.029013
0.995,1,121.032397
-0.0225,2,121.032397
-0.07,9,121.040095
0.93,5,121.044105
0.635,30,121.071995
0.935,6,121.074493
0.9575,4,121.074493
0.905,9,121.084188
0.99,1,121.088134
0.9175,8,121.094508
-0.02,2,121.096459
-0.0525,5,121.099041
0.925,10,121.107916
0.565,45,121.149224
0.9975,1,121.149224
0.97,5,121.154287
0.995,1,121.154287
0.6275,36,121.184485
0.9325,7,121.190619
0.7125,29,121.21417
0.985,1,121.216965
-0.0075,1,121.216965
0.98,2,121.216965
0.9875,1,121.219535
-0.21,22,121.235464
0.92,6,121.241019
-0.175,20,121.254341
0.915,8,121.264256
0.9725,2,121.264256
-0.065,7,121.272254
-0.1025,10,121.281216
0.5575,50,121.323916
0.95,4,121.324508
0.985,1,121.328017
0.6325,40,121.354123
0.9575,6,121.364495
0.8975,9,121.372104
0.9,14,121.384453
0.88,15,121.397744
-0.005,1,121.397744
0.9775,3,121.399327
0.99,1,121.399327
0.9425,8,121.404516
0.9925,1,121.404516
-0.23,25,121.43455
0.8525,13,121.441466
-0.0275,4,121.448833
0.85,20,121.464179
0.975,2,121.464179
0.98,3,121.464179
0.6375,36,121.496273
0.9725,4,121.499288
0.925,8,121.504323
0.92,9,121.515307
0.97,3,121.517133
0.8475,14,121.52837
0.925,11,121.536502
0.7675,27,121.557722
0.925,10,121.557722
0.9325,6,121.557722
-0.0575,6,121.575115
0.9875,3,121.575627
-0.0225,2,121.582405
0.8,20,121.595119
0.8125,18,121.608213
0.9325,6,121.608213
0.9525,4,121.617966
0.97,3,121.617966
0.9425,5,121.624584
0.9275,10,121.636416
0.9875,2,121.638166
-0.0275,3,121.644611
-0.1825,21,121.664577
0.9075,10,121.674276
0.9925,2,121.676565
-0.0125,2,121.676565
0.975,4,121.682573
0.8525,18,121.697879
-0.04,5,121.698962
-0.2725,28,121.722427
-0.0025,1,121.724493
0.8025,22,121.742283
0.8575,15,121.754458
-0.0275,4,121.754458
-0.0825,9,121.764271
0.775,24,121.786243
0.9775,2,121.786243
0.9575,5,121.790255
-0.0225,3,121.794308
-0.09,10,121.8024
0.9475,7,121.807837
-0.03,6,121.807837
0.9775,3,121.818083
-0.3525,38,121.845075
0.8025,25,121.866155
-0.0425,5,121.866155
-0.005,2,121.872266
0.9825,2,121.874337
-0.2025,28,121.894724
0.935,5,121.902009
0.95,5,121.904579
-0.005,1,121.904579
0.955,4,121.904579
-0.105,12,121.925823
0.9525,5,121.934594
0.975,3,121.936628
0.965,3,121.939861
0.9075,9,121.949247
0.82,22,121.985252
0.98,2,121.987059
0.8875,13,121.998914
-0.0225,2,122.000165
0.9475,5,122.005412
0.995,1,122.005412
-0.035,4,122.005412
0.9775,2,122.005412
0.0,1,122.011866
0.9475,8,122.016504
0.9325,7,122.024582
0.99,1,122.02686
0.955,4,122.032064
0.8925,11,122.038717
0.96,5,122.048433
0.755,26,122.072265
-0.3175,29,122.097212
-0.4975,52,124.14686
-0.055,7,124.154452
0.8325,21,124.173994
0.9625,4,124.180135
-0.1725,17,124.202286
-0.07,10,124.214123
-0.015,2,124.216195
0.9525,5,124.222213
0.8875,12,124.234375
-0.1375,12,124.247093
0.94,6,124.254217
0.6875,34,124.296094
-0.1425,15,124.318408
-0.14,14,124.335793
0.9125,9,124.347144
0.9925,1,124.34917
-0.005,2,124.35229
-0.0975,9,124.36435
0.6025,39,124.410728
0.915,9,124.419878
0.9125,8,124.432206
0.9675,6,124.44212
0.975,5,124.449948
0.585,47,124.524134
0.9875,2,124.52728
-0.0225,4,124.533141
0.85,16,124.551197
-0.3725,31,124.605398
0.955,5,124.615527
0.9325,9,124.630929
-0.0075,3,124.638378
-0.03,5,124.645086
0.905,9,124.658159
0.97,3,124.663305
0.0,1,124.66687
-0.0625,7,124.677435
-0.11,10,124.687716
0.955,3,124.691604
0.9875,4,124.702086
0.825,19,124.724955
-0.0025,1,124.726973
0.855,17,124.747747
0.885,9,124.755589
0.98,2,124.762253
0.8625,14,124.789359
0.9925,1,124.790358
-0.1325,10,124.805357
0.95,4,124.816511
0.9025,8,124.830452
0.6925,28,124.882824
-0.0975,9,124.893104
0.98,3,124.89901
0.9275,8,124.912251
-0.0725,9,124.922655
0.9725,2,124.926198
0.9825,1,124.928364
-0.0425,4,124.936042
0.6925,29,124.971871
0.9825,2,124.974404
0.9625,4,124.981672
0.82,21,125.014577
0.955,5,125.02004
0.925,11,125.036098
0.935,7,125.04873
0.8825,18,125.067948
0.9275,6,125.073471
0.92,8,125.086251
0.9475,7,125.09435
0.855,12,125.115228
0.9925,1,125.117392
0.825,15,125.134178
0.995,1,125.134712
0.8675,18,125.154513
0.9475,8,125.168213
0.9825,2,125.171162
0.9675,3,125.174731
0.915,8,125.184271
0.89,12,125.196226
0.4725,54,125.350932
-0.0125,1,125.352944
0.875,14,125.434334
0.995,2,125.438332
0.97,4,125.44439
0.8975,13,125.470388
0.98,2,125.483055
-0.0525,5,125.492066
0.9175,9,125.515368
-0.185,21,125.545551
0.8525,16,125.570565
-0.005,2,125.572074
0.985,2,125.575125
0.94,7,125.58567
0.9975,2,125.587677
0.9225,11,125.601797
-0.0225,3,125.605337
0.7725,30,125.653104
-0.02,2,125.656315
0.8925,13,125.674819
0.8075,20,125.716067
0.93,5,125.724604
0.7775,22,125.755289
-0.0125,1,125.75756
0.9575,3,125.766098
0.955,5,125.774177
0.9625,3,125.779155
0.865,13,125.794914
0.99,1,125.799612
0.83,21,125.823109
0.915,11,125.837628
0.775,26,125.878118
0.98,1,125.881871
0.87,17,125.911997
0.8925,12,125.934113
0.93,8,125.943776
0.9925,1,125.945679
0.8725,13,125.961945
0.99,1,125.964352
0.88,14,125.988287
0.8775,10,126.00456
0.9625,4,126.00456
0.94,4,126.014099
0.9225,8,126.024186
-0.145,20,126.054141
0.945,6,126.064481
0.9675,3,126.068608
0.7475,28,126.104392
-0.135,10,126.121991
-0.225,30,126.160653
0.99,1,126.162741
0.9975,1,126.165287
-0.08,9,126.174146
0.9575,6,126.184344
0.9825,2,126.186012
-0.0675,6,126.192058
0.9775,3,126.197413
-0.0025,1,126.198973
0.97,5,126.203034
0.93,11,126.211338
-0.1975,23,126.232089
0.79,25,126.254303
-0.045,4,126.254303
-0.0175,2,126.258227
-0.0275,3,126.26437
0.9875,1,126.26437
0.8875,12,126.274445
0.8725,14,126.286634
0.9825,1,126.286634
-0.0125,1,126.288643
0.8925,13,126.299264
0.8075,22,126.319327
0.9175,8,126.326604
0.9825,2,126.329908
0.98,4,126.331462
0.9925,1,126.334529
0.9525,7,126.347803
-0.1225,11,126.392248
-0.09,17,126.417517
0.995,1,126.418516
0.8975,10,126.428043
-0.1175,13,126.440531
-0.05,5,126.4494
-0.03,2,126.451973
-0.1975,17,126.468785
-0.03,3,126.472767
-0.0325,2,126.477082
0.8925,13,126.492132
-0.0675,6,126.50277
0.875,10,126.515876
0.935,6,126.515876
0.9925,1,126.515876
-0.095,10,126.538285
0.9575,5,126.544165
-0.275,32,126.587258
0.975,2,126.594157
-0.0275,3,126.6003
0.9825,2,126.602327
0.965,3,126.605853
0.9775,3,126.610257
-0.01,2,126.614161
-0.0125,2,126.617585
-0.2125,24,126.639424
0.8625,13,126.656839
0.815,18,126.674456
0.99,1,126.674456
0.985,2,126.678086
0.895,9,126.686173
0.8775,15,126.704297
-0.025,5,126.711548
-0.0825,8,126.716412
-0.0175,3,126.721944
-0.0725,9,126.730274
-0.1025,12,126.740147
0.785,19,126.759183
0.915,11,126.764521
0.8,26,126.793823
0.935,6,126.800828
-0.0925,11,126.805861
0.8775,17,126.824312
0.985,2,126.824312
0.9325,6,126.831954
0.4875,50,126.877032
0.9525,5,126.882557
0.835,13,126.895586
0.965,5,126.904509
-0.01,1,126.906931
-0.035,4,126.914471
0.5425,53,126.98576
-0.02,3,126.989361
0.9325,7,127.003166
0.93,8,127.015666
0.9525,4,127.019668
0.9125,12,127.041543
-0.0425,5,127.049802
0.955,6,129.937118
0.735,28,129.979648
-0.005,1,129.982156
0.985,1,129.984227
0.975,2,129.986264
0.9925,1,129.988272
0.9975,1,129.99028
0.8,23,130.018306
0.88,12,130.03438
0.97,2,130.036427
0.9525,4,130.040435
0.9875,3,130.045507
0.84,25,130.078143
-0.0325,4,130.084138
0.945,8,130.096189
-0.0425,5,130.102227
-0.02,2,130.104235
0.9325,8,130.114306
0.73,27,130.143237
0.8075,19,130.159925
-0.0225,2,130.162239
0.58,46,130.204325
0.995,1,130.204325
0.87,16,130.223154
-0.0075,1,130.2242
0.9775,2,130.225392
0.9,12,130.239554
0.3575,71,130.311657
-0.095,10,130.317007
-0.0175,2,130.322044
0.925,9,130.328887
-0.0075,1,130.331917
-0.1075,10,130.339067
0.965,7,130.344142
0.9225,9,130.35425
0.9775,3,130.355485
-0.0175,3,130.355485
-0.01,2,130.363156
0.7775,23,130.384221
0.85,12,130.398999
-0.24,24,130.414336
0.975,3,130.421812
0.97,2,130.424392
-0.0025,1,130.424392
-0.1475,17,130.448874
0.81,19,130.464396
0.8875,14,130.474495
0.9825,4,130.482784
-0.0075,1,130.484354
-0.015,2,130.485426
0.905,8,130.492272
0.8725,15,130.507146
0.9075,12,130.520516
0.8475,21,130.53821
-0.0275,3,130.540218
0.93,8,130.550565
0.8725,11,130.558013
0.7125,27,130.587576
0.87,15,130.604467
-0.1325,15,130.619723
0.9825,3,130.619723
0.8875,10,130.634238
0.905,10,130.642544
0.9475,3,130.649127
0.9775,3,130.65226
-0.0175,1,130.65226
0.9325,9,130.656592
0.925,7,130.666774
-0.11,13,130.674517
0.815,19,130.684451
0.9625,4,130.698025
-0.1175,18,130.714219
0.715,33,130.74624
0.975,3,130.748942
-0.0625,5,130.751984
-0.0325,7,130.758146
0.8275,16,130.764096
0.98,2,130.764096
0.965,4,130.78216
0.98,3,130.78417
-0.0675,9,130.790218
-0.0075,1,130.792227
0.97,3,130.796435
0.99,1,130.798401
-0.025,4,130.80209
-0.0725,7,130.804176
0.9175,8,130.814093
0.95,6,130.822162
0.9775,3,130.824175
0.915,9,130.834162
-0.01,3,130.834162
0.9625,4,130.839286
-0.0075,1,130.839286
-0.05,5,130.845382
-0.0225,3,130.848916
0.97,3,130.852172
0.85,21,130.866669
0.975,3,130.871706
0.8925,9,130.875986
0.95,6,130.884319
0.86,13,130.89591
0.8825,15,130.906895
0.7125,32,130.937339
0.89,12,130.948829
-0.085,8,130.957065
0.98,3,130.957065
0.99,1,130.961128
0.825,19,130.974323
0.9625,3,130.981468
0.7925,17,130.995888
-0.0025,1,130.997289
0.92,9,131.005449
0.755,31,131.038358
0.965,6,131.043301
0.9275,6,131.05442
-0.07,8,131.065821
-0.015,2,131.065821
-0.08,8,131.071845
0.9325,9,131.083521
-0.1675,22,131.10415
-0.065,7,131.10924
0.83,14,131.128757
-0.18,20,131.148938
-0.1975,22,131.164776
0.92,8,131.174302
0.8775,12,131.184505
-0.0775,8,131.196696
-0.0175,2,131.19928
0.94,5,131.202204
0.9725,3,131.204262
0.9975,1,131.204262
0.895,12,131.215418
-0.2275,30,131.250718
0.995,1,131.2523
1.0,1,131.2523
0.9725,3,131.254358
-0.0025,1,131.254358
-0.005,2,131.257682
0.9675,3,131.261446
0.7975,18,131.274607
0.84,19,131.284861
-0.005,2,131.292315
-0.01,1,131.294365
0.7825,24,131.314147
0.785,20,131.334546
0.945,6,131.339653
0.86,14,131.354444
-0.005,1,131.354444
0.76,23,131.384529
0.9275,7,131.386947
-0.04,4,131.39197
0.9825,2,131.396596
0.965,3,131.398812
-0.125,14,131.40882
0.8125,20,131.424476
-0.045,6,131.429304
0.7575,24,131.458275
-0.0175,2,131.464205
0.8475,12,131.472394
0.9875,1,131.472394
0.905,15,131.484564
0.9175,7,131.487021
-0.1375,14,131.504435
-0.2775,27,131.528312
0.8225,19,131.54418
0.9525,7,131.551042
0.96,3,131.554588
0.935,7,131.564499
0.855,14,131.574342
0.7775,19,131.59603
0.9925,1,131.598045
0.91,8,131.604103
0.8625,14,131.614243
0.965,4,131.618452
0.87,17,131.63429
0.7575,24,131.66469
0.845,18,131.680313
0.955,4,131.684405
0.9675,4,131.684405
0.9175,12,131.696187
0.945,7,131.702391
0.87,11,131.714175
-0.0775,8,131.720322
0.9425,6,131.724363
0.9775,2,131.727491
-0.06,9,131.734565
-0.0825,10,131.742178
0.97,2,131.746194
0.805,18,131.770555
-0.2075,24,131.799229
0.8425,14,131.814353
0.985,2,131.814353
0.9625,5,131.819615
0.8925,11,131.827238
-0.005,2,131.827238
1.0,1,131.832419
0.955,5,131.834477
0.9375,6,131.840188
0.9825,2,131.846819
0.8375,20,131.866737
0.965,3,131.866737
0.98,1,131.866737
0.8275,15,131.884285
0.9,8,131.892258
0.9075,9,131.90222
0.9125,8,131.908359
-0.0825,8,131.922029
-0.1625,16,131.925943
0.7475,26,132.038929
0.7525,30,134.744312
0.885,10,134.761451
0.76,23,134.806411
-0.1625,19,134.837403
0.9025,8,134.854227
0.525,46,134.934003
0.9075,10,134.948931
-0.005,1,134.948931
-0.3975,39,135.014327
-0.04,3,135.018339
0.8975,11,135.032052
0.9625,5,135.037355
-0.0375,3,135.039364
0.8025,24,135.073431
-0.0475,7,135.084211
-0.1,9,135.096366
-0.085,9,135.103981
0.9025,9,135.117444
0.8925,12,135.134143
-0.1825,21,135.156672
-0.115,11,135.169841
-0.0225,3,135.179117
0.7375,26,135.204244
-0.05,4,135.208575
0.99,1,135.209594
-0.065,6,135.214304
0.915,10,135.217336
-0.0225,4,135.229138
-0.0325,6,135.234655
-0.005,2,135.236676
0.955,4,135.24414
-0.035,2,135.248832
-0.035,6,135.254169
0.865,15,135.270662
-0.1675,22,135.291014
-0.0125,3,135.295229
0.995,1,135.295229
-0.2225,23,135.318834
-0.025,3,135.321843
0.96,3,135.322851
-0.0475,7,135.333923
-0.035,3,135.337569
-0.11,12,135.35185
-0.075,6,135.35738
0.835,15,135.380272
0.9975,1,135.382313
0.9775,3,135.385397
0.9625,3,135.388444
-0.0275,3,135.394061
0.95,6,135.400702
0.9325,7,135.407018
0.925,7,135.415118
-0.38,38,135.457683
-0.025,3,135.462106
0.88,13,135.476659
-0.055,7,135.486052
0.925,8,135.497119
0.985,2,135.499122
0.9175,9,135.50689
-0.02,4,135.51479
0.92,7,135.522312
0.92,10,135.533138
-0.0475,6,135.539935
0.895,10,135.552075
0.405,55,135.623387
-0.02,3,135.628959
0.955,3,135.636458
-0.1175,14,135.655586
0.8625,14,135.672072
0.905,12,135.687793
-0.12,15,135.7147
-0.0125,1,135.715708
-0.0875,11,135.729016
-0.0225,3,135.731469
0.945,6,135.738404
-0.03,4,135.744442
0.8,21,135.797385
-0.19,21,135.836088
-0.055,7,135.850942
0.9675,4,135.856029
-0.02,3,135.865215
-0.0525,5,135.87049
-0.225,24,135.904439
0.9375,8,135.925505
0.92,7,135.936422
0.9925,1,135.938432
-0.0575,6,135.948865
-0.1,12,135.967129
0.93,7,136.065422
0.8325,17,136.109604
-0.115,13,136.134012
-0.2075,21,136.172233
0.985,1,136.172233
0.76,26,136.205715
-0.04,3,136.211808
0.89,11,136.221021
0.9925,1,136.222022
0.9875,1,136.22302
-0.1025,12,136.237756
-0.0425,7,136.249499
0.945,6,136.254864
0.9825,1,136.255864
0.9875,1,136.256959
0.96,5,136.263993
-0.07,11,136.273324
0.945,5,136.278377
0.965,4,136.281962
0.885,12,136.294086
0.9675,3,136.294086
0.8825,13,136.308691
0.79,25,136.33419
0.9525,8,136.340872
-0.025,3,136.345376
-0.06,6,136.349761
0.8525,14,136.362219
-0.0525,6,136.364278
-0.4125,42,136.412004
0.9275,8,136.414071
-0.02,3,136.421101
0.9925,1,136.421101
-0.0825,9,136.434286
-0.0775,7,136.441464
0.865,14,136.4541
0.9825,2,136.456573
0.94,4,136.456573
-0.045,9,136.468505
0.7975,21,136.48547
0.0,1,136.488019
-0.145,15,136.501982
-0.2175,21,136.514422
-0.045,5,136.524426
0.9325,8,136.53194
0.96,4,136.534521
0.9075,10,136.54586
0.8875,9,136.552321
0.9725,2,136.554405
-0.08,9,136.562114
-0.0325,3,136.564262
0.92,9,136.572525
0.83,14,136.584296
-0.0225,3,136.584296
0.745,28,136.61444
0.965,5,136.619497
-0.0925,8,136.627442
0.975,4,136.63399
0.8375,16,136.650001
0.96,5,136.654053
0.955,5,136.656673
0.9975,1,136.658351
0.8825,15,136.664351
0.9875,1,136.671056
0.885,11,136.682027
0.65,32,136.704479
-0.2,21,136.725298
-0.095,9,136.740666
-0.0725,10,136.757695
0.8075,20,136.801177
0.995,1,136.802742
0.9575,5,136.812827
-0.005,2,136.817391
-0.105,13,136.836073
-0.0475,6,136.846871
0.885,13,136.868248
-0.14,13,136.887321
0.955,5,136.893281
0.93,7,136.906549
0.96,4,136.915422
0.9125,13,136.931198
0.855,17,136.95238
0.93,10,136.971233
0.8975,14,136.988101
-0.0525,5,136.995252
-0.06,5,137.000367
0.9725,4,137.004458
-0.225,23,137.03579
0.895,14,137.054048
0.9975,1,137.055089
0.925,6,137.06789
0.905,6,137.080463
0.915,8,137.096114
0.9075,9,137.115931
0.8375,17,137.146708
-0.0975,9,137.159525
0.95,6,137.172741
0.915,8,137.195472
0.9875,1,137.197719
0.81,24,137.236012
0.8825,10,137.25779
-0.23,22,137.289699
0.7975,24,137.324893
0.8,23,137.357615
0.95,5,137.365869
-0.12,12,137.384436
0.995,1,137.384436
-0.2575,27,137.427128
-0.0575,9,137.441189
0.9525,5,137.44805
0.9925,1,137.449579
0.885,9,137.462787
-0.0725,8,137.473507
0.9825,2,137.478266
0.83,15,137.504303
0.73,31,137.550816
-0.2325,22,137.584556
0.995,1,137.586586
0.945,5,140.884349
0.7625,23,140.924425
0.9775,4,140.932141
0.9025,10,140.947339
0.8175,20,140.987429
0.89,13,141.01437
0.9175,6,141.030102
0.975,2,141.034389
-0.055,4,141.046047
0.8375,18,141.088895
-0.005,1,141.092909
0.795,21,141.129342
0.87,17,141.154435
-0.0725,9,141.169332
0.9075,7,141.184046
0.88,10,141.195942
0.9825,2,141.198992
-0.1575,13,141.216881
0.9925,2,141.216881
-0.07,7,141.225734
0.91,9,141.240188
0.9875,2,141.244234
-0.1675,19,141.264406
-0.095,11,141.274417
0.9175,10,141.294247
0.99,1,141.294247
0.9025,11,141.310447
0.96,3,141.311989
0.825,20,141.337213
0.685,33,141.374845
0.93,9,141.389044
-0.0225,3,141.393963
0.6775,34,141.429998
0.9875,2,141.429998
-0.05,4,141.436407
0.9825,2,141.438415
0.9525,5,141.445059
0.755,22,141.470506
0.855,16,141.484357
0.785,21,141.512074
0.9875,2,141.514092
-0.09,8,141.522759
0.99,2,141.525405
0.98,1,141.525405
0.705,31,141.56204
0.8425,20,141.583483
0.87,12,141.595435
0.875,12,141.614001
0.965,6,141.619063
0.995,1,141.62009
0.985,2,141.62202
0.945,5,141.632821
0.9175,9,141.647818
-0.07,7,141.654086
0.945,5,141.662055
-0.01,1,141.664115
0.855,16,141.679562
0.9925,1,141.679562
-0.015,1,141.682335
0.9625,6,141.687038
0.76,22,141.714374
0.885,14,141.728078
0.99,1,141.730088
0.8175,26,141.752179
0.9825,1,141.752179
0.87,13,141.773199
-0.02,3,141.77951
0.5975,39,141.884257
-0.13,10,141.897052
0.99,2,141.899561
0.95,6,141.904628
0.9825,2,141.906635
-0.0175,3,141.916448
-0.0825,8,141.925491
0.9275,7,141.935205
0.9775,2,141.937222
-0.075,12,141.951871
0.9925,1,141.952866
-0.06,6,141.962239
0.965,2,141.964819
-0.0025,1,141.964819
0.97,3,141.967427
0.97,5,141.975279
0.85,15,142.000588
0.8925,14,142.016333
0.8475,14,142.03335
0.8025,19,142.05187
0.895,11,142.064253
0.9675,4,142.066622
-0.2225,22,142.091868
0.925,11,142.101968
0.8175,20,142.122251
-0.3,32,142.154397
-0.005,1,142.154397
-0.0075,2,142.157898
0.9625,3,142.163143
0.995,1,142.164209
-0.0375,6,142.164209
0.7175,30,142.19926
0.825,19,142.217299
-0.3175,33,142.251952
0.9975,1,142.252476
0.92,8,142.262007
-0.045,6,142.26402
-0.055,7,142.272171
0.975,2,142.272171
0.9425,6,142.279781
0.9475,4,142.282522
-0.015,2,142.28409
0.895,10,142.296645
-0.075,11,142.313528
0.82,18,142.33208
0.995,1,142.33208
-0.0325,4,142.334094
0.85,14,142.349143
0.9,12,142.361961
0.98,2,142.36444
0.9725,4,142.365045
0.99,1,142.365045
0.8975,11,142.379625
0.87,17,142.394755
0.995,1,142.394755
0.87,13,142.4044
0.9225,10,142.414247
0.5975,38,142.451955
0.9575,6,142.457765
-0.005,2,142.462025
-0.0475,5,142.464056
0.94,5,142.469083
0.9975,1,142.469083
-0.14,19,142.48434
0.7925,17,142.499174
0.0,1,142.499174
0.98,3,142.502223
0.98,1,142.502223
-0.0225,4,142.504251
0.915,8,142.516429
-0.0125,2,142.518449
0.9775,3,142.518449
-0.0575,6,142.525856
0.9875,1,142.527503
0.99,2,142.530741
-0.0575,8,142.534054
-0.0025,1,142.534054
0.875,10,142.55142
-0.135,13,142.561872
0.9075,11,142.566628
0.955,5,142.577084
0.71,30,142.602021
-0.055,5,142.606126
0.9375,8,142.614372
0.84,17,142.625027
-0.06,5,142.632116
0.96,4,142.637284
0.9775,4,142.641919
-0.03,4,142.644432
0.8025,22,142.663266
0.945,6,142.667305
0.98,2,142.667305
0.67,32,142.696617
0.9975,1,142.696617
-0.0125,2,142.699149
0.9375,5,142.702219
-0.06,5,142.704247
0.775,23,142.724344
-0.04,5,142.727938
-0.09,10,142.736655
0.9525,5,142.742451
-0.025,3,142.74449
-0.0075,1,142.74449
0.94,8,142.752085
0.8725,13,142.763676
-0.1425,20,142.782162
0.84,15,142.7944
0.7425,21,142.809957
-0.0125,4,142.814177
0.965,4,142.822225
-0.1425,15,142.83423
0.9975,1,142.83423
-0.02,2,142.83423
0.975,2,142.839472
0.905,9,142.850323
0.575,51,142.894014
0.935,5,142.898917
-0.0675,9,142.9041
-0.055,5,142.912508
0.9925,1,142.914085
0.8575,15,142.925528
0.9125,10,142.93408
0.745,26,142.954238
0.9875,1,142.954238
0.92,8,142.964228
-0.005,1,142.964228
0.925,7,142.969103
-0.01,1,142.969103
-0.0075,1,142.972191
0.9675,3,142.976497
-0.04,5,142.982755
0.0,1,142.984496
0.985,1,142.984496
-0.025,3,142.98781
0.9775,2,142.98781
0.99,2,142.994249
0.725,27,143.014462
1.0,1,143.014462
0.965,3,143.018882
-0.015,1,143.018882
0.9775,2,143.018882
0.9325,6,143.026881
0.975,2,143.026881
-0.0175,1,143.026881
0.96,4,143.032028
-0.1175,11,143.034097
-0.04,4,143.044289
0.9125,10,143.054448
0.945,9,143.064423
0.9475,6,143.068454
-0.07,6,143.071993
0.7575,22,143.094142
-0.0075,1,143.095475
0.7825,22,143.111902
-0.015,4,143.116434
0.7675,22,143.134347
-0.0025,2,143.134347
0.77,24,143.154203
0.965,4,143.15906
0.7075,32,145.237577
0.955,5,145.246574
0.9525,7,145.249108
0.7275,27,145.27948
-0.285,30,145.321983
-0.04,3,145.32749
0.99,2,145.329497
-0.055,5,145.334013
0.96,3,145.338092
0.96,4,145.344281
-0.035,4,145.349102
0.88,14,145.364283
0.72,27,145.394053
0.555,46,145.442351
0.9475,6,145.44895
0.985,1,145.44895
0.9825,1,145.44895
0.925,6,145.454013
0.9925,1,145.458508
-0.0725,10,145.467253
0.8375,17,145.486119
0.8125,22,145.509919
-0.1775,18,145.528095
-0.2625,25,145.552105
0.9975,1,145.554163
-0.0375,6,145.559618
0.955,5,145.564239
0.995,1,145.564239
0.695,28,145.594155
-0.0025,1,145.594155
-0.1425,14,145.598841
-0.0925,9,145.612265
0.8275,18,145.63265
0.865,11,145.645685
0.925,6,145.65228
0.9275,10,145.662468
-0.02,1,145.662468
0.795,21,145.681808
0.97,5,145.686517
0.8575,18,145.702282
-0.0175,2,145.70435
0.9125,8,145.716115
0.7725,24,145.741062
0.9225,12,145.748922
0.96,3,145.751985
0.915,10,145.761903
