#{"t_start": 1780697294.9244785, "env_id": "None"}
r,l,t
0.82,19,60.164282
0.81,18,60.187311
-0.245,26,60.213033
0.8875,11,60.22457
-0.1,8,60.227566
0.94,6,60.23812
0.875,14,60.248923
0.985,1,60.248923
-0.135,15,60.265424
0.84,17,60.284358
0.71,28,60.313247
-0.2475,21,60.329321
-0.285,31,60.364949
0.9825,1,60.364949
0.8275,19,60.384271
0.97,5,60.391357
0.895,13,60.410655
0.985,2,60.413761
0.985,1,60.415607
-0.0075,2,60.417196
0.9775,2,60.419205
0.975,3,60.424582
0.94,5,60.426944
-0.03,4,60.432485
0.95,5,60.434527
0.885,14,60.461521
0.335,72,60.543712
0.705,31,60.584828
0.985,4,60.590351
0.74,30,60.612307
0.75,25,60.642503
0.9425,6,60.648933
0.975,4,60.648933
-0.0125,2,60.652537
-0.0425,4,60.654608
0.9975,1,60.654608
-0.02,3,60.65979
0.7025,29,60.682209
0.9175,8,60.69035
0.995,1,60.692385
0.93,9,60.694477
-0.03,3,60.699281
0.9125,6,60.708183
0.7725,18,60.72036
0.9375,9,60.725727
0.96,6,60.734274
-0.01,1,60.736032
-0.06,7,60.74227
-0.0025,1,60.744332
0.6975,31,60.766951
0.965,4,60.768024
-0.035,7,60.776885
-0.015,1,60.776885
0.9825,2,60.776885
0.9925,1,60.776885
-0.02,3,60.782423
-0.03,2,60.784495
0.7125,29,60.809855
0.96,6,60.812368
0.99,1,60.814444
-0.02,1,60.814444
0.9875,1,60.814444
-0.225,26,60.834597
0.9525,6,60.84442
0.945,8,60.848903
-0.07,6,60.852474
0.975,2,60.858386
-0.24,25,60.884401
-0.0225,2,60.888108
0.985,2,60.892549
0.8925,11,60.899275
-0.065,8,60.909799
-0.03,3,60.914441
0.93,9,60.924272
-0.0525,4,60.926946
-0.015,1,60.926946
0.9625,4,60.926946
-0.07,8,60.934649
0.9,11,60.944515
0.9125,10,60.952307
0.9825,2,60.955776
-0.0925,11,60.966224
0.925,6,60.974523
0.9825,3,60.974523
-0.0775,8,60.982403
0.9225,10,60.991508
-0.01,1,60.994701
0.9025,9,60.999269
-0.23,25,63.080312
0.985,2,63.082318
0.9475,5,63.090627
0.955,5,63.096659
0.9325,7,63.106964
0.99,1,63.106964
-0.15,14,63.1283
-0.0625,5,63.134322
-0.01,1,63.134322
0.92,7,63.141887
0.985,1,63.1444
-0.055,4,63.146961
0.9,10,63.160152
0.9825,3,63.163903
-0.2025,24,63.192079
0.7825,22,63.224698
0.935,6,63.232283
0.855,13,63.249772
-0.02,2,63.252301
-0.1025,15,63.264612
-0.1325,15,63.277308
0.905,9,63.288069
-0.225,24,63.311848
0.9425,6,63.31731
0.9725,2,63.31731
0.975,2,63.323615
0.9125,9,63.334502
-0.14,15,63.352299
0.815,19,63.367971
0.85,16,63.384686
-0.035,3,63.391929
0.8575,14,63.402703
0.725,32,63.426757
0.9425,4,63.432278
0.99,2,63.434309
0.835,18,63.454628
0.445,57,63.505359
0.925,9,63.51463
-0.16,15,63.529665
0.855,12,63.537629
0.975,2,63.54226
-0.015,2,63.544275
0.965,3,63.544275
0.9725,3,63.548919
-0.0475,6,63.551959
0.87,13,63.564747
1.0,1,63.564747
0.9025,9,63.574366
0.9325,9,63.579683
0.0,1,63.582249
0.9825,1,63.582249
1.0,1,63.584323
-0.185,23,63.601975
-0.015,1,63.604747
0.6325,31,63.627213
0.99,1,63.627213
0.945,7,63.632236
0.9775,2,63.63431
-0.0025,1,63.63431
0.835,16,63.648932
-0.1525,17,63.664642
0.755,23,63.68244
-0.035,5,63.686245
-0.0425,5,63.692399
0.9475,6,63.694471
0.83,19,63.712072
0.98,1,63.714629
-0.0625,5,63.723424
0.96,3,63.731667
-0.0125,1,63.731667
0.945,7,63.738026
0.88,10,63.744545
0.935,6,63.749196
-0.0675,10,63.757262
0.8225,20,63.77442
0.9875,1,63.77442
-0.0125,1,63.77442
0.99,1,63.77442
0.8225,17,63.794399
0.8925,16,63.80655
0.9075,11,63.814582
-0.0325,6,63.817691
-0.1975,23,63.839799
0.9875,2,63.842338
0.975,3,63.844347
0.925,7,63.849853
0.8125,20,63.864737
0.9275,11,63.874365
-0.0225,3,63.874365
0.0,1,63.874365
0.9825,3,63.874365
0.9125,8,63.884457
0.985,1,63.884457
0.63,39,63.922708
-0.04,4,63.926929
0.6875,30,63.949088
0.94,6,63.957044
0.9925,1,63.957044
0.9575,6,63.957044
0.7475,26,63.994668
0.995,1,63.99669
-0.0225,2,63.99669
-0.0125,2,63.999198
0.9175,9,64.00427
0.945,5,64.012259
-0.065,7,64.014332
-0.0225,2,64.017189
0.91,9,64.024556
0.9625,4,64.024556
0.85,14,64.040529
0.925,7,64.04462
0.985,2,64.047985
0.99,2,64.04906
0.8225,16,64.062286
-0.075,9,64.069418
-0.0275,4,64.074451
0.98,4,64.076581
-0.055,11,64.084615
0.99,1,64.084615
-0.015,3,64.086366
0.89,11,64.094596
-0.2825,29,64.122424
0.9425,5,64.127055
0.8625,17,64.134659
-0.0375,4,64.142311
0.8275,18,64.158474
0.9525,5,64.16048
0.8875,11,64.168245
0.9425,5,64.174697
-0.0175,2,64.174697
0.9725,3,64.174697
0.995,1,64.179826
0.8325,15,64.19244
0.9775,4,64.194516
0.945,7,64.199305
-0.3575,33,64.235647
0.875,11,64.249745
0.835,15,64.26217
-0.02,3,64.264685
0.975,3,64.269743
0.88,11,64.289972
-0.0225,3,64.293562
-0.035,6,64.29832
-0.005,2,64.299994
-0.12,14,64.31718
0.675,38,64.344631
-0.0775,7,64.349975
-0.09,11,64.359429
0.9875,2,64.359429
0.9425,7,64.364539
0.9075,10,64.37442
-0.0225,3,64.377422
-0.1625,18,64.392342
0.9775,2,64.394403
0.7775,23,64.414512
0.975,2,64.414512
0.975,2,64.417343
0.99,3,64.417343
0.915,9,64.427525
0.95,6,64.427525
0.95,5,64.434656
0.9325,5,64.44249
-0.035,3,64.444561
0.78,24,64.462569
0.8275,15,64.479934
0.855,14,64.492128
-0.0625,9,64.494706
-0.0175,3,64.49929
0.9825,2,64.49929
0.9,8,64.504435
0.9275,9,64.51475
0.985,1,64.51475
0.9925,1,64.51475
-0.075,6,64.524302
0.97,4,64.528369
0.825,21,64.542582
0.9675,4,64.54661
0.8525,16,64.560389
-0.135,15,64.574639
0.98,3,64.575868
0.9075,13,64.584433
0.9975,1,64.584433
-0.0275,5,64.592894
-0.155,17,64.604642
-0.0275,4,64.609538
-0.01,1,64.609538
0.9325,6,64.612614
0.88,11,64.622458
0.7175,28,64.644343
0.89,11,64.652617
-0.0475,8,64.654686
0.945,6,64.66466
-0.0675,6,64.668548
-0.01,1,64.668548
0.0,1,64.668548
-0.0525,8,64.674607
-0.0075,2,64.679756
0.895,9,64.684356
0.99,1,64.687117
0.97,3,64.690071
-0.02,1,64.690071
0.9175,8,64.694718
0.9525,6,64.700311
0.8975,11,64.710898
0.9925,1,64.712479
-0.1825,24,64.74228
0.915,7,64.749224
0.82,28,64.765329
0.8925,12,64.77958
0.93,7,64.784673
0.9375,6,64.792811
-0.0875,12,64.799069
0.81,19,64.814413
0.9075,10,64.8225
0.9825,1,64.824565
0.8875,11,64.824565
0.9925,2,64.832471
0.7625,25,64.854491
0.9375,5,64.858451
0.99,1,64.858451
-0.235,28,64.874578
0.96,4,64.882399
-0.1075,12,64.8954
0.99,2,64.896534
0.98,2,64.896534
-0.03,4,64.902395
0.5525,48,67.13222
0.8875,10,67.145754
0.97,2,67.147458
0.8325,18,67.166306
1.0,2,67.170329
0.735,27,67.206133
-0.1175,16,67.223224
0.93,7,67.228285
0.79,22,67.256226
0.9125,9,67.264251
-0.0125,1,67.266337
0.9825,2,67.268343
0.94,6,67.276259
0.905,8,67.286346
-0.0925,10,67.297331
0.965,4,67.309945
-0.045,5,67.314133
0.8775,16,67.329649
0.9675,3,67.332174
-0.0025,1,67.334183
-0.165,19,67.349071
0.9875,2,67.351597
0.8775,11,67.362267
0.7325,24,67.386791
0.94,6,67.395796
0.985,2,67.39766
-0.1975,18,67.414392
0.9125,10,67.424196
-0.0625,6,67.430267
-0.01,1,67.431223
-0.0025,2,67.432259
-0.1475,15,67.448806
0.945,5,67.454651
0.9475,5,67.456887
0.7275,26,67.479614
-0.05,5,67.479614
0.9875,1,67.479614
-0.14,15,67.498943
0.98,1,67.498943
-0.0175,2,67.502006
-0.0625,5,67.508684
-0.3775,43,67.544544
0.8725,15,67.565733
0.885,13,67.579336
0.995,1,67.582409
0.8975,11,67.592443
0.5975,44,67.62423
-0.075,6,67.632417
0.855,17,67.650955
-0.05,6,67.656942
0.9825,1,67.656942
0.9275,7,67.661971
0.9675,2,67.664538
-0.0175,2,67.664538
0.82,17,67.679325
-0.0875,9,67.688997
-0.01,1,67.688997
0.92,8,67.694152
0.95,4,67.694152
0.985,3,67.70231
-0.0225,3,67.704609
-0.01,3,67.707525
0.9525,6,67.712113
0.9175,7,67.714189
-0.025,2,67.714189
0.8975,10,67.726965
0.8775,20,67.744379
-0.015,1,67.744379
0.8725,12,67.757194
0.985,2,67.757194
0.8425,15,67.771523
0.9575,4,67.777029
0.995,1,67.777029
0.9825,3,67.777029
0.8325,21,67.794691
-0.0725,7,67.801352
-0.0075,1,67.804382
0.8875,12,67.814317
0.9875,1,67.81552
0.9425,8,67.832261
0.91,8,67.842104
-0.0925,10,67.850244
-0.04,5,67.854522
0.9675,4,67.854522
0.825,19,67.87463
0.8925,11,67.881693
-0.0175,2,67.884256
0.945,5,67.889539
-0.01,1,67.889539
-0.015,2,67.892071
0.93,6,67.897444
0.9575,4,67.899036
0.835,18,67.917077
-0.08,9,67.928477
0.735,25,67.952062
0.9825,1,67.953366
0.915,9,67.956708
0.995,1,67.96225
0.6875,36,67.992101
0.9225,10,67.999068
0.5525,51,68.042338
0.9725,3,68.04435
0.8725,13,68.054634
0.94,5,68.059578
0.965,3,68.062101
0.9025,12,68.075628
-0.0425,3,68.075628
-0.0175,3,68.082343
0.915,8,68.087311
-0.01,1,68.087311
-0.01,1,68.092324
-0.0325,4,68.094387
0.9,10,68.099181
0.9725,3,68.107218
0.845,21,68.12432
0.935,5,68.12432
0.96,4,68.129478
0.99,1,68.132019
0.9025,10,68.137144
-0.245,26,68.156474
0.9875,1,68.162025
0.8925,10,68.164584
0.9575,4,68.175663
0.9925,1,68.175663
0.8925,9,68.182201
0.8725,12,68.192532
0.74,26,68.212454
-0.025,2,68.212454
0.9775,3,68.214464
0.91,9,68.224164
-0.025,2,68.2263
0.91,10,68.232324
0.955,5,68.23652
0.83,16,68.251922
0.845,15,68.262073
0.9775,4,68.26463
0.9625,4,68.26463
0.87,16,68.279349
0.89,14,68.29212
0.9,8,68.29918
-0.0775,9,68.304556
0.94,6,68.312366
0.8525,13,68.324243
0.91,11,68.329756
-0.04,5,68.329756
0.98,4,68.340382
0.955,6,68.344403
-0.02,2,68.346424
0.94,7,68.351457
-0.0625,5,68.357132
0.845,14,68.366258
-0.3075,29,68.392145
0.9725,2,68.394656
0.955,4,68.394656
0.92,7,68.404471
-0.025,3,68.40796
-0.1525,15,68.421016
0.9825,2,68.4244
-0.1125,12,68.432264
0.98,2,68.434275
-0.015,1,68.434275
-0.0575,8,68.444429
-0.045,5,68.448985
0.935,8,68.458819
0.8725,15,68.472137
-0.08,8,68.474711
0.845,16,68.492463
0.92,12,68.499013
0.9525,4,68.5051
0.8,17,68.521896
0.7825,21,68.539299
0.985,1,68.539299
0.9275,9,68.544496
-0.35,34,68.574593
-0.075,9,68.582412
0.9875,1,68.584422
0.92,8,68.594356
0.85,14,68.607424
-0.0775,5,68.607424
0.955,4,68.614538
-0.0775,10,68.622416
0.9925,1,68.624505
-0.0175,2,68.624505
-0.0425,3,68.624505
0.87,12,68.638305
0.95,4,68.642324
0.86,14,68.657125
-0.005,1,68.659263
0.79,20,68.674318
-0.0775,7,68.679697
0.98,2,68.679697
-0.0825,8,68.689645
0.9975,1,68.689645
-0.1625,20,68.70845
0.9625,5,68.712468
0.995,2,68.712468
-0.1325,12,68.724581
0.9475,5,68.724581
-0.0575,6,68.736224
-0.01,2,68.738379
0.9225,10,68.744681
0.9025,9,68.755484
0.825,17,68.766703
0.9925,1,68.769774
-0.0225,5,68.777361
0.83,12,68.788683
-0.0125,2,68.788683
0.995,1,68.792281
-0.01,1,68.792281
-0.0225,2,68.794368
0.9175,9,68.799124
-0.01,1,68.799124
0.94,7,68.809106
-0.0375,4,68.811671
-0.01,2,68.812864
0.895,9,68.822556
0.925,9,68.829535
0.87,12,68.837155
0.9275,7,68.844729
0.9425,7,68.849048
0.925,5,68.856787
0.785,22,68.875661
-0.035,4,68.875661
0.7475,25,68.894335
0.965,5,68.899454
0.9475,6,68.906291
-0.25,29,68.934383
-0.13,14,68.944745
0.8625,18,68.96241
0.99,4,68.964468
0.9375,6,68.972484
0.925,6,68.974554
0.8775,14,68.987933
0.9825,2,71.540744
-0.3075,32,71.594258
-0.32,34,71.648898
0.77,25,71.684562
0.8275,16,71.709567
0.93,6,71.714622
0.9125,10,71.726821
0.935,6,71.734393
-0.01,1,71.734393
0.9975,1,71.734393
0.9975,1,71.734393
0.785,20,71.764297
0.9925,1,71.765338
0.9825,1,71.767505
0.9575,3,71.772048
-0.28,27,71.804424
0.935,7,71.814274
0.93,8,71.824586
0.97,2,71.826345
-0.2225,21,71.849415
0.945,6,71.860505
0.9425,6,71.866579
0.955,7,71.873888
0.905,14,71.886679
0.7875,22,71.909781
0.9875,2,71.914211
-0.1225,14,71.930022
0.8575,19,71.954625
0.9825,2,71.958003
-0.075,7,71.962106
0.63,37,71.999065
-0.01,1,72.004215
-0.085,10,72.012411
-0.05,4,72.014477
-0.015,1,72.014477
0.95,5,72.021989
0.835,15,72.032157
0.8525,17,72.049099
0.93,8,72.058036
-0.02,2,72.058036
0.99,2,72.058036
0.9375,6,72.072516
0.91,10,72.07967
0.975,2,72.082193
-0.08,9,72.086396
0.9825,2,72.091974
0.95,5,72.09454
0.9725,2,72.09454
-0.2625,28,72.124557
0.9,12,72.134432
0.8625,13,72.144224
-0.1625,18,72.158332
-0.01,3,72.164479
-0.02,2,72.164479
0.9775,2,72.164479
-0.27,26,72.174439
-0.0325,4,72.19225
-0.0475,7,72.198932
0.8825,15,72.212229
0.8875,10,72.21887
-0.1975,22,72.236506
-0.1175,15,72.253015
0.83,16,72.264246
0.9375,7,72.271686
0.95,5,72.274489
0.83,21,72.294617
-0.0025,1,72.294617
-0.105,11,72.306288
0.935,7,72.312245
0.845,13,72.319398
0.8775,15,72.332441
0.8625,14,72.345425
0.8625,13,72.357193
0.99,3,72.358759
0.6275,47,72.394485
0.925,7,72.404389
-0.1425,14,72.414708
-0.015,1,72.414708
-0.035,4,72.418805
0.9825,3,72.423208
0.88,11,72.434545
0.93,6,72.444483
-0.165,16,72.458856
0.955,6,72.464615
-0.025,3,72.46677
0.985,1,72.470277
0.92,7,72.474532
0.865,14,72.48601
-0.015,2,72.494241
-0.0225,2,72.495999
0.8575,14,72.512073
0.9625,7,72.514644
-0.4525,43,72.562187
0.9575,5,72.564273
0.79,20,72.585037
0.8825,16,72.598862
0.8775,12,72.607069
-0.0925,8,72.614672
0.98,2,72.616427
0.8675,13,72.624744
0.9875,2,72.624744
-0.16,19,72.642134
0.93,9,72.649186
0.9325,6,72.657384
-0.3925,43,72.687715
-0.03,4,72.692494
0.975,4,72.694506
0.99,1,72.694506
0.9975,1,72.694506
0.99,1,72.694506
0.8075,19,72.712567
0.855,14,72.724414
0.9875,1,72.724414
-0.065,7,72.73236
0.6875,25,72.754576
0.945,6,72.75567
0.96,6,72.762337
-0.05,6,72.767873
0.9,13,72.774664
0.8975,13,72.792447
0.8125,19,72.804528
0.955,3,72.809508
0.835,16,72.822223
-0.065,6,72.824734
0.88,13,72.838063
0.9375,6,72.842085
0.94,5,72.845956
0.93,7,72.855533
0.8975,11,72.862618
0.9725,4,72.864677
-0.0575,9,72.872431
-0.0025,1,72.87482
-0.0075,1,72.87482
0.85,13,72.882074
0.935,7,72.886811
-0.05,4,72.892364
0.94,8,72.898813
0.9925,1,72.898813
0.0,1,72.902142
0.93,6,72.904706
0.9425,5,72.904706
-0.02,2,72.912355
-0.105,8,72.922283
-0.025,3,72.925874
-0.15,18,72.942202
-0.015,1,72.944772
0.8775,11,72.948833
0.97,5,72.956872
-0.18,21,72.978808
0.895,11,72.989739
0.905,9,72.994833
0.9125,10,73.004545
0.825,20,73.02116
0.5975,44,73.059434
0.8975,11,73.064749
0.89,13,73.074557
0.87,14,73.084354
-0.02,2,73.084354
0.9,11,73.094304
0.9275,8,73.106918
0.9525,3,73.106918
-0.0625,7,73.112442
-0.035,3,73.11623
0.77,24,73.134336
0.9725,2,73.138446
0.8825,12,73.146486
0.76,27,73.164488
-0.065,9,73.174411
0.9875,1,73.174411
0.8375,20,73.192627
-0.055,7,73.197791
0.98,2,73.19889
0.8725,14,73.206597
0.7775,27,73.22978
0.9925,1,73.22978
-0.0275,3,73.234315
0.7925,28,73.25969
0.9275,8,73.264691
-0.015,2,73.264691
0.85,15,73.276222
0.9525,6,73.282163
-0.02,3,73.287654
-0.015,2,73.287654
0.8125,21,73.30585
0.715,29,73.329428
0.7,33,73.354755
0.95,4,73.356869
0.7425,29,73.374487
0.985,3,73.379848
0.9,10,73.392199
0.87,11,73.399292
0.935,7,73.406634
0.91,11,73.414628
0.96,6,73.42148
0.8175,18,73.42485
-0.005,2,73.42485
-0.025,2,73.42485
0.86,16,73.449255
0.985,2,73.449255
0.89,11,75.466763
0.795,23,75.494222
0.9775,5,75.498849
0.99,1,75.498849
-0.055,7,75.512152
0.8925,12,75.524459
0.93,7,75.532019
-0.0225,2,75.53453
-0.0575,5,75.54204
-0.035,4,75.546571
0.9275,5,75.552109
0.8025,19,75.571977
-0.0225,2,75.574446
0.935,7,75.576535
0.9525,3,75.582064
0.92,10,75.594404
-0.0975,11,75.604227
-0.2375,22,75.624273
-0.03,3,75.624273
0.9375,10,75.64075
0.9575,4,75.646303
0.88,15,75.661625
0.8775,14,75.672154
-0.04,5,75.674174
0.845,15,75.687259
-0.0325,5,75.6945
-0.015,2,75.6945
-0.1275,14,75.709667
-0.1975,28,75.73427
0.995,1,75.73615
0.9075,10,75.744417
0.9625,5,75.744417
0.9425,5,75.752498
0.9825,2,75.7546
-0.0675,5,75.759561
0.975,2,75.759561
0.9375,6,75.764776
-0.0075,1,75.764776
0.9925,1,75.764776
-0.0625,7,75.774585
-0.0825,13,75.787518
0.8325,18,75.804467
0.92,8,75.812221
-0.0125,1,75.812221
0.99,2,75.814278
0.985,1,75.814278
0.985,1,75.814278
0.9425,6,75.822275
0.9375,7,75.827441
0.98,3,75.827441
0.8475,17,75.844355
0.6475,36,75.872012
-0.15,17,75.887925
0.955,4,75.887925
-0.0675,7,75.894494
0.9875,1,75.894494
0.86,15,75.906153
0.98,2,75.912215
0.96,5,75.915786
0.735,29,75.941939
0.855,16,75.954732
0.975,3,75.958791
0.905,13,75.966514
-0.0475,6,75.974454
0.6925,27,75.994545
-0.0125,2,75.994545
0.7175,32,76.024747
-0.2725,31,76.047549
0.9325,12,76.061882
-0.0075,1,76.061882
0.915,11,76.074666
0.9825,1,76.074666
-0.215,23,76.094655
0.995,1,76.094655
-0.0275,3,76.094655
-0.01,3,76.099384
-0.025,4,76.104636
0.97,4,76.109702
0.9775,2,76.109702
-0.2925,31,76.139892
-0.025,3,76.142466
0.6875,31,76.165045
-0.0025,1,76.165045
-0.3925,42,76.200159
0.985,2,76.202228
-0.02,2,76.20473
-0.125,12,76.212448
0.9475,6,76.214506
0.845,16,76.226831
0.725,33,76.257609
0.865,12,76.269379
0.9925,1,76.269379
-0.055,6,76.274551
0.955,4,76.278262
0.6175,34,76.308623
0.885,10,76.317045
0.9425,5,76.322213
-0.0375,3,76.324322
0.7625,22,76.34241
-0.0425,3,76.34241
0.9275,7,76.348874
-0.03,3,76.352291
-0.235,23,76.372317
-0.04,5,76.376444
-0.0225,2,76.376444
0.9625,3,76.378451
0.9125,10,76.388648
-0.005,1,76.388648
0.955,4,76.392208
0.975,2,76.394718
0.9425,11,76.402207
0.9825,2,76.404936
0.6175,41,76.442125
-0.04,6,76.444683
-0.295,33,76.474665
-0.045,6,76.479893
0.9175,9,76.486347
0.895,11,76.494337
0.8875,11,76.504605
-0.05,7,76.509465
0.755,24,76.528652
-0.015,3,76.532167
0.985,2,76.532167
0.9775,2,76.534676
0.9775,2,76.534676
0.99,2,76.534676
-0.3075,32,76.562036
-0.03,3,76.564797
0.9975,1,76.566905
0.785,21,76.584483
-0.0375,5,76.58768
-0.04,5,76.592154
-0.045,6,76.598386
0.945,7,76.605989
-0.06,5,76.605989
0.9525,5,76.612137
-0.0775,9,76.61922
0.76,23,76.640148
0.96,3,76.642158
0.9675,3,76.642158
-0.2375,21,76.663825
-0.1325,13,76.674742
-0.2575,27,76.694356
-0.0325,3,76.694356
-0.095,9,76.706709
0.9925,1,76.708716
-0.05,5,76.710723
0.935,5,76.714247
0.985,3,76.716376
-0.1225,13,76.728359
-0.045,7,76.737817
0.9175,13,76.749198
0.965,5,76.756579
-0.0075,1,76.758658
0.9275,10,76.766735
0.865,14,76.782414
-0.065,7,76.789168
-0.025,4,76.792632
-0.0575,8,76.799289
0.975,3,76.805804
0.9525,4,76.80885
-0.1125,13,76.822358
0.8975,8,76.82685
0.9825,2,76.82685
-0.0075,1,76.82685
-0.0175,3,76.832375
0.93,6,76.841438
0.8675,15,76.858131
0.905,12,76.874331
0.9,9,76.885485
0.81,19,76.91256
0.9575,4,76.917252
-0.0875,9,76.932391
0.9475,5,76.937695
0.9075,9,76.951659
-0.065,8,76.963212
0.885,11,76.979404
-0.0825,11,76.994664
-0.08,8,76.998854
-0.1,14,77.014693
0.645,37,77.05128
0.8275,16,77.064573
0.8275,19,77.088513
-0.005,3,77.092357
0.9075,9,77.099104
0.805,22,77.124333
0.985,1,77.124333
0.8075,19,77.141304
-0.25,27,77.167354
0.9175,10,77.176429
0.9875,1,77.176429
0.935,7,77.182475
-0.0925,9,77.192828
0.9775,2,77.19434
-0.23,24,77.216397
-0.155,19,77.234663
0.805,20,77.256508
0.925,7,77.262032
0.97,5,77.266346
0.9225,9,77.274409
0.915,13,77.289589
0.9975,1,77.289589
0.9525,4,77.293613
0.92,9,77.300961
0.89,9,77.306226
0.9675,2,77.312331
0.9675,4,77.316159
0.99,2,77.319109
0.9925,1,77.32221
0.9525,7,77.326661
0.8875,15,77.343674
0.905,11,77.354518
-0.0875,7,77.36061
0.9875,1,77.36061
0.95,6,77.366819
-0.04,5,77.3745
0.8775,13,80.078238
-0.0325,5,80.085756
0.8975,12,80.104155
-0.18,17,80.129419
0.9825,2,80.133442
0.8825,12,80.146561
0.8125,21,80.171948
0.9725,3,80.17851
0.99,2,80.182273
0.91,10,80.201192
0.9675,3,80.206308
-0.015,1,80.208316
0.7425,29,80.248964
0.94,7,80.257324
0.9925,1,80.257324
0.94,6,80.267559
-0.1875,21,80.292222
0.895,14,80.30836
-0.06,7,80.316629
-0.02,1,80.31864
0.985,3,80.322184
-0.06,5,80.325944
0.9925,1,80.327958
0.98,2,80.330952
0.9375,5,80.335573
0.9375,8,80.344122
0.9275,9,80.352807
-0.035,6,80.358218
0.98,3,80.362442
-0.09,9,80.374137
-0.005,1,80.374137
0.8875,13,80.384168
0.9875,1,80.389482
0.765,21,80.410463
0.9875,1,80.412027
-0.0875,10,80.424476
-0.02,2,80.426748
-0.105,12,80.436769
0.735,37,80.482248
0.68,35,80.522165
0.9,11,80.532017
-0.0325,3,80.536828
0.665,35,80.574951
0.9625,4,80.574951
0.98,4,80.579508
0.91,12,80.594548
-0.175,21,80.617223
0.975,3,80.617917
0.795,25,80.645932
0.9075,12,80.658423
-0.085,12,80.671531
0.9,10,80.680694
0.945,7,80.690213
-0.0725,9,80.699142
0.9325,8,80.70773
0.93,7,80.714282
0.74,27,80.741061
0.8975,14,80.75456
-0.125,16,80.772387
0.93,8,80.778064
-0.0175,2,80.78208
-0.0575,5,80.787487
-0.0475,8,80.794584
0.9925,1,80.794584
0.9675,2,80.800173
0.72,25,80.828609
0.8925,8,80.837298
0.9825,2,80.837298
-0.1575,22,80.863089
0.9275,5,80.868672
0.91,9,80.876316
0.825,14,80.892264
0.98,2,80.894272
0.9975,1,80.896655
-0.325,35,80.932395
0.9925,1,80.934408
0.9725,3,80.936406
-0.0175,1,80.936406
-0.1425,17,80.95458
0.995,1,80.95458
0.99,2,80.95458
0.925,10,80.965034
-0.095,12,80.979558
0.8775,12,80.989405
0.985,1,80.989405
0.865,11,81.004303
-0.015,2,81.00915
0.7525,29,81.039606
0.8575,16,81.056274
0.9575,5,81.0608
-0.095,14,81.074467
-0.095,11,81.087305
0.9475,9,81.10209
0.905,10,81.10467
-0.0075,1,81.112401
-0.2025,18,81.132446
0.97,4,81.135629
-0.0175,2,81.139396
0.9325,6,81.144398
0.9725,3,81.14759
-0.0075,1,81.14759
-0.155,15,81.159714
0.965,5,81.159714
0.97,3,81.171029
0.9175,10,81.174648
0.895,13,81.196578
-0.0175,2,81.198114
0.935,6,81.204425
0.9525,5,81.204425
-0.0225,2,81.204425
0.965,4,81.216008
-0.0075,1,81.217977
0.0,1,81.220938
0.9475,6,81.228543
0.9675,5,81.232069
-0.0125,2,81.23842
0.8975,9,81.249133
0.9625,4,81.254563
0.8975,8,81.262163
0.965,4,81.265421
0.9825,1,81.267435
0.955,5,81.27319
-0.0375,4,81.276777
0.98,2,81.278788
0.89,10,81.287501
0.9825,2,81.291065
0.9775,2,81.291065
0.9975,1,81.294648
0.9125,11,81.30662
-0.0275,3,81.310847
-0.0725,8,81.319591
0.9625,4,81.322176
0.9025,11,81.324243
0.9075,9,81.342318
-0.0775,8,81.352158
0.985,2,81.354243
0.8625,12,81.364274
0.96,5,81.371256
-0.075,10,81.378837
0.9925,1,81.378837
-0.075,9,81.384372
0.9625,2,81.392076
0.9925,1,81.392076
0.87,12,81.398849
-0.0025,2,81.404388
0.9375,6,81.406998
0.9875,1,81.406998
0.98,2,81.412124
0.7025,29,81.436695
0.9775,2,81.442431
0.88,13,81.455815
0.985,2,81.463722
0.985,2,81.464319
-0.035,3,81.468124
0.8225,14,81.479644
0.9925,2,81.479644
-0.0225,4,81.48455
0.975,2,81.488117
-0.05,9,81.494202
0.895,11,81.50458
-0.0925,12,81.514282
-0.2075,21,81.534149
-0.0075,2,81.537483
0.9325,7,81.542009
0.855,13,81.554317
-0.0275,4,81.557899
0.805,23,81.574524
-0.0075,1,81.574524
-0.43,42,81.611137
0.9525,7,81.619103
0.8125,17,81.634761
0.7175,26,81.655397
0.9925,2,81.655397
0.8875,10,81.668478
0.945,7,81.674479
0.9875,1,81.674479
0.98,2,81.674479
0.7475,32,81.698935
0.995,1,81.703015
0.545,51,81.742235
-0.145,17,81.754291
-0.03,3,81.75733
0.9125,8,81.76438
0.9675,4,81.765733
0.84,19,81.780265
0.895,14,81.794694
0.7625,27,81.814507
0.9775,2,81.814507
0.925,5,81.822375
0.9975,1,81.822375
-0.0125,2,81.824433
0.945,5,81.827295
0.87,11,81.837379
0.9125,10,81.848574
-0.11,12,81.858483
0.5375,45,81.892459
-0.35,38,81.927203
0.9725,3,81.927203
0.99,1,81.927203
0.9925,1,81.932137
-0.1825,21,81.949081
0.9975,1,81.949081
0.8725,14,81.95734
0.8675,15,81.974529
0.9825,2,81.976638
0.925,6,81.980653
-0.01,4,81.98216
0.8875,11,81.995547
0.945,6,81.99929
-0.085,10,82.009574
0.99,1,82.009574
0.9575,4,82.013105
-0.0625,8,82.01463
-0.005,1,82.020989
0.6525,36,82.046273
-0.1225,11,82.057117
0.6825,34,82.082128
0.995,1,82.086256
0.9575,3,82.089535
0.9425,8,82.094654
