#{"t_start": 1780697055.7352798, "env_id": "None"}
r,l,t
0.0,1,52.163887
0.91,9,52.196033
-0.1275,14,52.219598
0.94,6,52.241841
0.94,4,52.251923
-0.09,8,52.27385
-0.0325,5,52.280822
0.6375,39,52.366729
0.9625,5,52.374099
-0.0675,5,52.38012
0.81,20,52.422844
0.99,1,52.42636
-0.025,2,52.43352
0.95,5,52.44639
0.8775,8,52.464271
-0.055,5,52.480356
0.9725,3,52.529874
-0.265,29,52.594105
0.9575,4,52.610103
-0.0175,3,52.620408
0.755,27,52.680851
-0.02,4,52.692822
-0.0075,1,52.693839
0.9675,4,52.707827
0.81,24,52.76463
-0.0325,4,52.775538
0.9875,1,52.776944
0.98,2,52.786795
-0.12,11,52.80961
0.9175,6,52.824325
0.9575,3,52.834847
-0.1125,8,52.882217
0.9,10,52.905812
-0.0125,1,52.913834
0.9175,9,52.933934
-0.1825,21,52.976783
0.8975,12,52.996681
0.85,15,53.022092
-0.0675,5,53.026603
0.915,8,53.048199
-0.07,5,53.058227
-0.01,1,53.062005
0.97,7,53.074394
1.0,1,53.082841
-0.19,19,53.11384
-0.2175,20,53.137949
0.7,26,53.179701
0.95,6,53.19031
0.82,16,53.224498
-0.1225,12,53.261931
0.87,17,53.291631
-0.085,10,53.312534
-0.2525,24,53.365613
0.9225,6,53.376737
0.98,2,53.376737
0.975,2,53.386132
0.92,8,53.394183
0.7825,27,53.443809
0.9475,8,53.459856
0.9775,16,53.494189
-0.02,3,53.50716
-0.1025,14,53.53569
-0.06,11,53.553124
-0.12,9,53.57588
-0.05,9,53.610944
0.9675,5,53.619653
1.0,2,53.624274
0.885,18,53.659538
-0.135,14,53.757948
-0.11,16,53.86676
0.7775,21,53.919325
-0.0225,3,53.926089
0.905,9,53.938107
-0.1625,17,53.971817
0.9175,10,53.991094
0.98,2,53.99633
-0.015,2,54.005909
0.9625,3,54.007183
0.9775,3,54.014072
-0.0775,6,54.034139
0.845,13,54.088232
0.995,1,54.089242
-0.055,5,54.100356
0.9775,3,54.110805
0.94,9,54.129428
-0.02,1,54.136409
0.9875,1,54.137407
0.9825,1,54.13922
-0.1625,23,54.186174
-0.0175,1,54.188035
-0.2725,31,54.243919
0.985,1,54.248541
0.9375,7,54.259131
0.985,2,54.261154
-0.0075,1,54.270577
-0.0825,16,54.33181
-0.2875,41,54.423654
0.9775,5,54.42821
-0.055,5,54.436295
0.945,6,54.450018
0.9675,6,54.459886
0.99,4,54.467944
-0.0775,7,54.478462
0.985,1,54.480463
-0.07,5,54.5078
0.97,3,54.509812
0.9825,2,54.518424
0.9475,6,54.53315
0.92,10,54.55643
0.95,6,54.568441
0.835,31,54.619989
0.985,1,54.62415
-0.0075,1,54.627351
0.985,1,54.627351
-0.16,17,54.681788
0.915,16,54.714129
0.9275,11,54.736062
0.695,38,54.788443
0.945,6,54.801957
0.955,10,54.831709
-0.13,17,54.880126
-0.045,5,54.892794
0.9375,7,54.912519
0.92,7,54.928445
0.92,9,54.966523
0.84,16,54.995304
-0.0275,2,54.996358
0.87,12,55.02211
-0.04,4,55.030407
0.7225,30,55.079211
0.9475,6,55.087919
0.985,1,55.091958
0.945,6,55.104304
0.71,27,55.174211
0.8925,16,55.200232
0.9475,5,55.204957
-0.0725,7,55.221903
-0.02,2,55.223552
-0.015,2,55.229809
0.8925,11,55.257608
0.8925,14,55.285891
0.985,7,55.293999
0.98,2,55.29965
0.9675,2,55.309898
0.8975,16,55.336328
0.8875,14,55.356963
0.9625,4,55.363997
0.9625,6,55.378032
0.9625,6,55.389215
0.9275,8,55.424209
0.6475,42,55.491642
0.8825,17,55.531937
-0.06,4,55.547005
0.9175,11,55.571618
0.995,1,55.574126
0.97,4,55.580214
0.8575,17,55.603652
0.975,5,55.610473
0.965,6,55.622446
0.995,1,55.62702
0.96,5,55.637404
0.9175,9,55.660556
0.965,4,55.668824
-0.32,36,55.753162
-0.065,8,55.761709
-0.0475,7,55.771763
0.8925,15,55.796703
-0.02,3,55.806426
0.97,3,55.811959
0.915,11,55.828165
-0.015,3,55.838153
0.9275,9,55.854576
0.62,55,55.947301
-0.005,1,55.947301
-0.0175,3,55.953912
0.0,1,55.953912
0.9375,12,55.974327
-0.0075,3,55.982001
-0.0025,3,55.991833
-0.075,14,56.019208
0.95,8,56.032854
0.935,12,56.055582
0.7675,29,56.106114
0.9675,3,56.110126
0.9425,9,56.126055
0.9375,6,56.134085
0.9575,5,56.143277
0.965,5,56.181998
0.97,3,56.184142
0.86,24,56.222862
0.845,15,56.2517
-0.0975,8,56.265899
0.95,5,56.27539
0.755,16,56.306334
0.905,8,56.316513
0.9075,9,56.331903
0.99,1,56.333916
0.99,1,56.333916
-0.035,3,56.341068
0.9775,2,56.344297
0.935,4,56.350665
0.715,21,56.395283
0.9575,4,56.399879
-0.235,31,56.509385
0.985,1,56.523412
0.9575,4,56.536328
0.86,11,56.563198
0.9825,1,56.571934
-0.0325,5,56.576661
-0.03,3,56.58845
0.8125,18,56.621967
-0.015,1,56.623977
-0.0775,9,56.644289
0.9825,1,56.646348
0.815,18,56.6798
-0.255,25,56.72912
0.9975,2,56.731642
-0.0975,9,56.747072
-0.105,12,56.761962
-0.0075,1,56.771882
0.835,11,56.789504
-0.0625,7,56.826305
0.9625,5,56.83623
-0.0975,10,56.854353
-0.03,3,56.858919
0.79,20,56.891042
-0.25,25,56.935125
0.9325,6,56.941824
0.9275,6,56.954303
-0.0975,9,56.971239
0.785,21,57.005413
0.9825,2,57.014121
0.93,7,57.198422
0.94,6,57.250397
-0.385,32,57.319446
0.885,10,57.348795
0.9875,1,57.34982
0.7775,27,57.404032
0.9325,12,57.427959
0.945,5,57.438267
0.995,1,57.438267
0.6025,33,57.524061
-0.1425,12,57.552126
0.965,2,57.558429
0.96,2,57.560441
0.925,8,57.576884
-0.08,7,57.591679
0.845,20,57.635224
0.7625,29,57.674216
0.87,18,57.706845
0.965,2,57.706845
0.8125,27,57.764184
0.0,1,57.766815
-0.09,14,57.789139
0.0,1,57.789139
0.985,5,57.800033
0.8425,22,57.864214
0.9225,9,57.880361
-0.0075,1,57.881873
0.985,2,57.888579
0.935,6,57.894144
0.9325,8,57.909492
-0.1075,10,57.92947
0.96,4,57.938033
-0.0625,5,57.941726
0.91,14,57.971654
-0.0075,1,57.972663
0.8175,18,57.997852
-0.055,6,58.012053
0.98,2,58.014083
0.875,11,58.032704
0.8975,20,58.087996
0.97,3,58.098801
0.9325,6,58.103916
0.985,2,58.106658
0.8325,18,58.133996
0.9125,10,58.156327
-0.13,16,58.188607
0.8025,16,58.214115
0.9375,5,58.222081
0.875,15,58.25163
0.9425,6,58.260231
0.88,11,58.279363
-0.11,13,58.306591
0.965,3,58.313982
-0.015,2,58.320971
-0.0625,5,58.328504
0.965,4,58.338233
-0.0875,14,58.356835
-0.03,4,58.368946
0.94,7,58.385033
0.9875,1,58.388044
-0.025,2,58.392654
-0.1525,13,58.411631
-0.0775,7,58.452067
0.7,24,58.49307
0.98,2,58.495589
0.5675,44,58.580403
-0.055,6,58.594244
0.815,17,58.62057
-0.04,7,58.638622
0.865,8,58.648172
0.975,2,58.64961
-0.01,2,58.65655
0.8475,17,58.68239
-0.2525,17,58.710468
0.965,2,58.7155
0.9425,8,58.728035
-0.035,3,58.734068
-0.0275,3,58.736101
0.935,6,58.769027
0.95,5,58.785299
0.9825,1,58.787466
-0.0225,2,58.79315
-0.015,4,58.79902
0.9325,7,58.816761
0.85,18,58.844418
-0.005,1,58.846792
0.925,7,58.858002
0.965,4,58.866111
0.985,2,58.871999
0.8575,15,58.903867
0.9525,4,58.91173
0.9975,1,58.91625
0.9875,3,58.91625
0.72,21,58.957655
-0.055,7,58.968669
-0.0125,1,58.972674
0.885,12,59.016845
0.99,1,59.019849
-0.08,8,59.035405
0.9475,8,59.054702
-0.085,10,59.066067
-0.0425,5,59.079558
0.96,4,59.088293
0.74,19,59.126235
0.84,20,59.157959
-0.0075,1,59.157959
0.0,2,59.161995
0.945,6,59.176347
0.9575,4,59.184294
-0.1725,18,59.214033
-0.0475,6,59.226467
0.7425,30,59.279354
0.9025,9,59.296116
0.99,1,59.302511
0.9175,9,59.316176
0.615,37,59.403053
-0.075,9,59.414129
0.6125,41,59.483902
0.9775,3,59.485948
-0.155,19,59.51692
0.9675,3,59.525463
0.945,12,59.552188
-0.0225,3,59.559792
0.825,12,59.590494
-0.0125,1,59.592015
-0.0175,1,59.593933
-0.025,4,59.603051
0.9125,10,59.626601
0.98,3,59.630747
0.8475,21,59.672063
0.0,1,59.674073
0.92,8,59.688251
0.99,1,59.690277
0.9075,10,59.712399
0.7175,39,59.780285
0.96,4,59.788031
0.985,1,59.792134
0.915,8,59.807997
0.855,13,59.858567
0.7725,26,59.913029
-0.025,2,59.918068
0.9725,3,59.924056
0.875,9,59.9384
-0.01,2,59.9384
0.9225,10,59.961768
0.94,5,59.974241
0.8325,16,59.997546
0.875,15,60.025247
0.9625,4,60.035242
0.8475,12,60.054177
-0.04,6,60.059826
-0.1275,17,60.099
0.9725,3,60.103372
0.765,20,60.135203
0.0,1,60.141013
0.8725,11,60.156644
0.9175,11,60.181386
0.8975,11,60.222174
0.9325,5,60.224188
0.915,8,60.39391
-0.0125,1,60.395984
-0.065,5,60.408223
0.865,14,60.459395
0.9575,6,60.476596
0.905,10,60.497174
0.0,1,60.49821
0.9025,9,60.518505
0.9825,2,60.523047
0.96,4,60.528604
0.945,7,60.543972
-0.015,3,60.551839
0.895,6,60.572902
0.92,8,60.588441
0.9775,2,60.593982
0.805,15,60.64425
-0.0075,1,60.651831
-0.055,5,60.658092
-0.1425,16,60.689192
-0.075,6,60.697271
0.9525,4,60.706676
0.9075,10,60.725197
0.7975,19,60.762149
-0.1075,12,60.779283
0.9575,4,60.788002
-0.13,16,60.826208
0.87,22,60.87178
0.985,1,60.873799
0.9325,9,60.896193
0.6275,33,60.986209
-0.1075,12,61.002843
0.95,8,61.011896
0.8875,14,61.042552
0.0,1,61.048387
-0.1125,8,61.062733
-0.175,10,61.078997
0.995,1,61.082745
-0.03,2,61.088304
-0.0175,3,61.093856
-0.1325,12,61.122083
0.945,4,61.129626
-0.0475,7,61.138144
0.9025,8,61.153789
0.77,20,61.191003
-0.1875,19,61.226571
0.9875,1,61.246633
0.68,27,61.293873
0.9875,1,61.293873
-0.16,17,61.333807
0.945,4,61.34101
-0.005,1,61.34101
-0.1625,14,61.362795
0.9,9,61.384221
0.8525,18,61.412053
0.9075,10,61.429174
0.935,7,61.440169
0.955,5,61.451683
-0.0125,1,61.451683
-0.01,2,61.454196
0.9075,9,61.470176
0.9925,1,61.474237
0.8675,15,61.49613
0.935,9,61.513854
0.9075,9,61.523979
0.8925,12,61.551749
0.9325,7,61.59421
0.93,7,61.607847
0.935,5,61.613876
0.905,13,61.639552
0.9425,6,61.652792
-0.0375,6,61.659721
0.93,7,61.67136
0.91,10,61.687145
0.895,6,61.707924
0.945,5,61.715406
0.9625,6,61.728451
-0.3775,37,61.793474
0.0,1,61.794025
-0.01,4,61.801808
0.86,13,61.819852
0.9575,4,61.82591
-0.015,3,61.836307
0.9125,14,61.88396
0.92,11,61.90172
-0.1325,14,61.929134
-0.195,22,61.967615
0.8825,16,61.994195
0.8875,11,62.014093
0.6725,37,62.082009
-0.0075,1,62.088757
-0.1325,9,62.105539
0.8975,9,62.122827
0.0,1,62.123863
0.9625,5,62.137332
0.9325,6,62.143983
-0.0025,1,62.143983
0.9925,1,62.143983
0.995,1,62.15605
-0.02,5,62.162887
0.995,1,62.16379
0.8375,16,62.191948
0.97,3,62.199493
0.8,15,62.225487
0.7525,20,62.254356
0.9525,7,62.268649
0.9775,2,62.268649
-0.03,5,62.274169
0.8275,22,62.341892
0.9475,6,62.351958
0.935,7,62.368068
0.8825,14,62.395639
0.84,22,62.424086
0.98,2,62.436697
0.93,7,62.443864
0.9825,2,62.450783
-0.0375,4,62.458923
0.9625,7,62.47307
0.89,13,62.49483
0.805,18,62.530187
0.835,18,62.561291
-0.27,28,62.651177
0.96,5,62.6618
0.9,14,62.70824
-0.055,5,62.72161
-0.105,11,62.761601
0.9125,11,62.794071
0.98,2,62.807028
-0.12,9,62.830187
0.94,7,62.857497
0.985,2,62.85949
0.9825,4,62.872818
-0.0125,4,62.882422
0.99,2,62.898213
0.93,8,62.919153
0.8025,21,62.979138
0.7675,33,63.074014
0.7375,22,63.149033
-0.02,2,63.151682
0.9875,2,63.162314
-0.2425,31,63.238069
0.7975,23,63.328973
-0.1,10,63.359608
0.8175,22,63.417264
0.8975,15,63.456289
-0.1275,15,63.506625
0.98,2,63.508631
-0.0675,5,63.524047
0.955,5,63.534228
0.8,21,63.701118
-0.0075,1,63.704181
-0.05,7,63.750111
-0.1825,25,63.824234
0.84,15,63.870328
0.795,26,63.929992
-0.015,1,63.929992
0.99,3,63.938221
-0.235,23,63.991966
-0.1075,13,64.024776
0.935,9,64.046054
-0.0825,7,64.061185
0.9725,4,64.069566
-0.025,5,64.077322
0.9525,5,64.115363
0.9275,9,64.138021
0.9525,10,64.162438
0.9725,6,64.182455
0.8675,15,64.211729
0.9175,10,64.235936
0.0,1,64.237947
0.9875,1,64.240474
0.9475,6,64.251618
0.915,14,64.275354
-0.03,2,64.28399
-0.0225,2,64.28399
0.8625,14,64.317012
0.79,30,64.368384
0.86,20,64.504054
-0.04,5,64.532649
0.815,20,64.575047
0.875,16,64.606268
-0.035,4,64.617511
0.9275,7,64.657308
-0.08,8,64.674266
0.9825,2,64.67943
0.9325,13,64.711663
0.975,2,64.714947
-0.085,19,64.76618
0.9075,9,64.784369
0.9375,6,64.802316
-0.0725,8,64.820359
0.9975,1,64.82257
-0.14,18,64.871278
-0.0875,13,64.897376
-0.085,9,64.916522
0.9875,1,64.916522
0.99,1,64.922706
0.9925,1,64.927557
-0.0025,2,64.928587
0.87,16,64.962605
0.875,12,64.990619
0.99,1,65.000196
0.9925,1,65.002669
-0.07,7,65.045203
-0.08,9,65.075346
0.8625,15,65.116461
0.96,6,65.129099
0.95,6,65.144837
0.9275,8,65.157805
0.9875,1,65.160318
0.9975,1,65.161825
0.8975,10,65.184355
0.9125,10,65.201817
0.8275,19,65.246029
0.0,1,65.247967
0.9025,10,65.268592
0.7775,28,65.314023
0.9575,5,65.324309
0.9225,14,65.351651
0.8875,11,65.399055
0.9775,4,65.407267
0.97,3,65.416323
-0.01,1,65.417997
-0.03,3,65.423115
-0.0025,1,65.424139
-0.0075,1,65.424139
0.8275,21,65.473964
0.825,24,65.512482
0.95,5,65.522021
-0.0175,2,65.528414
-0.08,8,65.542011
0.7575,23,65.596631
-0.065,8,65.61157
0.8875,9,65.627861
-0.23,20,65.674134
0.99,1,65.676716
0.9775,3,65.676716
-0.1575,21,65.747193
-0.18,19,65.774188
-0.0525,6,65.784976
0.605,56,65.877883
-0.115,13,65.914738
0.8625,14,65.938221
-0.02,2,65.940255
-0.06,5,65.9465
-0.075,5,65.954164
0.92,8,65.974028
0.975,3,65.97554
-0.07,7,65.988472
-0.03,3,65.996658
0.8575,16,66.025145
0.98,3,66.034855
0.9675,3,66.037348
0.985,2,66.045384
-0.0475,7,66.054215
0.9475,4,66.065205
0.7625,24,66.133327
0.995,2,66.133841
0.855,17,66.167165
0.86,14,66.195658
0.9525,7,66.204041
0.985,2,66.209189
0.735,28,66.258352
-0.0625,10,66.278123
0.98,2,66.280123
0.99,1,66.284208
-0.325,30,66.341567
0.9925,1,66.341567
0.915,8,66.354037
-0.02,2,66.360418
0.885,15,66.379297
0.925,6,66.393895
-0.0225,3,66.404134
0.9675,3,66.409157
0.91,16,66.464961
-0.0775,10,66.488331
0.8925,14,66.511987
-0.0075,1,66.517828
0.79,25,66.556855
0.9625,3,66.563126
0.91,9,66.581622
0.9775,4,66.589107
-0.035,5,66.595601
0.935,8,66.615048
-0.035,6,66.634722
0.97,7,66.64438
0.97,3,66.651843
0.9325,10,66.674535
0.8975,11,66.689305
0.91,7,66.70421
0.86,14,66.726439
0.9875,1,66.728081
0.99,1,66.728081
0.9475,6,66.911797
-0.0875,9,66.956549
0.99,1,66.956549
-0.02,2,66.964161
0.99,2,66.968221
0.8825,16,66.992547
0.98,2,66.999266
0.8775,16,67.030323
0.985,2,67.034978
0.8625,15,67.065651
0.96,5,67.074315
0.9875,1,67.074315
-0.055,7,67.09168
-0.05,9,67.106526
0.9775,3,67.116494
0.97,6,67.136541
-0.0275,2,67.140056
-0.0525,5,67.146763
-0.02,4,67.153979
-0.275,28,67.232705
0.91,7,67.244202
-0.015,3,67.248529
0.975,7,67.266452
0.9925,2,67.268461
0.8625,15,67.299689
0.8875,12,67.32193
-0.0375,5,67.329571
-0.025,3,67.336736
0.945,10,67.353957
0.96,4,67.365408
0.9625,7,67.381002
-0.0175,6,67.395431
-0.035,4,67.404122
0.9475,10,67.422355
-0.0325,5,67.432736
0.9275,15,67.491557
-0.0475,5,67.501746
-0.02,2,67.504256
-0.16,17,67.542258
0.7425,27,67.590326
-0.06,10,67.606238
0.9525,5,67.618588
0.9825,4,67.627691
0.975,3,67.629857
-0.0575,5,67.649038
0.985,2,67.651085
0.95,6,67.665505
-0.0025,1,67.666515
0.9975,1,67.670455
-0.04,7,67.687061
0.79,21,67.724027
-0.075,14,67.754019
1.0,2,67.754019
-0.0825,7,67.771859
0.9875,2,67.775275
-0.045,6,67.810731
0.93,11,67.831098
0.9075,17,67.862147
0.6425,36,67.921954
-0.09,12,67.936857
-0.0175,2,67.941085
0.9875,1,67.945048
0.97,4,67.952669
0.905,9,67.974466
-0.045,6,67.983931
0.91,11,68.005855
0.9575,5,68.016514
0.9025,13,68.041864
-0.11,17,68.073883
0.9225,14,68.094095
0.9725,3,68.098032
0.8825,13,68.119935
-0.225,29,68.203858
0.9225,7,68.209907
-0.375,36,68.269979
0.8775,12,68.29261
-0.065,8,68.307817
0.775,32,68.364007
0.9925,1,68.368733
0.0,1,68.368733
-0.0325,5,68.379182
0.8175,17,68.407927
-0.035,3,68.417226
0.0,3,68.426201
0.95,9,68.439983
0.99,2,68.44401
0.8925,12,68.470294
-0.0525,8,68.483779
0.9775,9,68.494069
-0.0375,3,68.503875
0.8825,12,68.54787
0.925,8,68.556686
0.93,9,68.575975
-0.4275,43,68.661816
-0.0075,2,68.66426
0.96,3,68.668108
-0.0225,5,68.678862
-0.0325,7,68.693901
0.985,4,68.709018
-0.005,2,68.710933
-0.09,14,68.74387
-0.265,23,68.78812
0.0,1,68.79014
0.95,7,68.803825
-0.1225,12,68.828771
0.9975,1,68.831218
0.98,3,68.839726
-0.01,2,68.841751
0.955,4,68.851314
0.7825,23,68.917093
0.9675,7,68.926439
0.975,2,68.926439
0.905,10,68.944072
0.9625,5,68.95478
-0.0175,3,68.962396
0.865,22,68.99422
-0.0275,3,69.003987
-0.01,2,69.003987
-0.28,21,69.047872
-0.015,3,69.047872
-0.045,6,69.056924
0.95,8,69.078194
0.9925,3,69.084219
0.96,7,69.096308
-0.12,12,69.114563
-0.1375,14,69.176964
0.9,12,69.193781
0.9275,10,69.206059
0.9325,7,69.224865
0.915,9,69.244632
-0.05,6,69.257001
-0.12,16,69.286037
0.9475,5,69.294089
0.95,5,69.30391
-0.0075,1,69.307012
-0.095,9,69.326261
-0.035,7,69.343936
0.8675,13,69.371704
0.9275,11,69.392303
-0.09,7,69.401854
0.0,2,69.409871
-0.175,21,69.641739
0.93,6,69.668303
0.98,2,69.67425
0.985,2,69.683808
0.9425,6,69.691894
0.9775,3,69.707078
0.63,44,69.791777
-0.015,1,69.796041
0.975,5,69.804085
-0.0975,10,69.828495
0.99,1,69.832052
0.895,25,69.885899
-0.0575,9,69.897443
-0.1625,17,69.931183
0.9725,5,69.938079
0.9975,3,69.948251
0.9725,3,69.951826
0.865,16,70.01208
0.9725,4,70.01734
-0.1925,13,70.047572
-0.0875,11,70.07084
0.9125,15,70.091721
0.735,27,70.133936
0.96,3,70.14418
0.925,13,70.160525
0.0,1,70.162032
0.975,3,70.172632
0.89,15,70.209545
-0.035,5,70.220062
-0.0075,1,70.221061
0.935,10,70.245239
0.9875,1,70.248658
0.91,12,70.272699
0.7525,25,70.34762
0.975,4,70.355927
0.0,1,70.369186
-0.02,5,70.378068
0.88,15,70.410687
0.9975,1,70.411698
0.995,1,70.414212
0.965,3,70.421281
0.84,19,70.472603
0.995,1,70.474114
-0.05,4,70.486794
0.9675,8,70.509136
0.94,9,70.530771
-0.2075,14,70.562014
0.9875,4,70.573813
0.845,20,70.653772
-0.0575,9,70.67189
-0.08,8,70.687967
-0.0725,12,70.720901
0.9825,2,70.72291
-0.0075,2,70.730402
0.9675,4,70.736447
0.7675,23,70.776428
-0.1475,20,70.810519
-0.07,9,70.832615
-0.0625,5,70.843799
0.7675,21,70.887546
0.87,15,70.913834
0.67,37,70.972049
0.835,20,71.008914
0.655,38,71.106122
1.0,1,71.106122
0.935,7,71.116937
0.9175,12,71.134674
-0.19,19,71.171862
0.9825,1,71.171862
-0.01,2,71.173904
0.6825,40,71.238258
0.9325,7,71.253929
0.9525,5,71.258903
-0.05,6,71.275657
0.98,2,71.277823
-0.0325,5,71.300071
0.9225,7,71.313836
0.99,1,71.320141
0.9625,4,71.328197
0.9375,9,71.345171
-0.005,2,71.350033
-0.04,4,71.357884
0.9825,1,71.361909
0.98,3,71.372465
0.98,3,71.398417
0.96,4,71.411672
0.9325,7,71.427193
0.9025,11,71.45839
-0.0375,3,71.462343
-0.0675,10,71.49087
-0.07,10,71.508793
0.955,6,71.524835
0.7475,25,71.576144
-0.0875,9,71.593822
-0.035,2,71.601255
-0.22,20,71.644178
-0.0375,4,71.652777
0.83,14,71.673801
-0.015,1,71.678868
0.9025,12,71.687951
0.97,3,71.687951
0.98,2,71.705648
0.9125,10,71.745831
0.9575,3,71.758828
-0.0075,1,71.762635
-0.2575,17,71.801259
0.7925,19,71.831899
0.995,1,71.839644
-0.05,6,71.848156
-0.16,14,71.874169
0.9825,1,71.879091
-0.06,4,71.88925
0.855,14,71.930293
-0.095,10,71.954097
0.9875,2,71.954097
0.945,5,71.972008
0.9975,1,71.973784
0.98,2,71.975936
0.9775,5,71.989771
0.95,8,72.006618
0.9575,7,72.017748
0.99,1,72.02488
-0.0775,6,72.0328
0.9675,3,72.040974
0.8875,10,72.056227
0.865,16,72.101416
-0.0275,3,72.103786
0.725,26,72.193863
0.97,3,72.199444
-0.03,2,72.20603
0.9025,12,72.231633
0.6425,37,72.48379
0.705,34,72.544221
0.8925,12,72.565236
-0.0325,3,72.569242
0.7325,35,72.660048
0.96,4,72.668028
0.9575,4,72.674187
-0.31,44,72.7542
-0.135,19,72.795835
0.9725,2,72.796835
0.83,23,72.84176
0.94,8,72.851964
0.985,3,72.859127
0.945,4,72.86702
0.92,9,72.877643
0.9675,8,72.891602
0.865,15,72.941531
0.0,1,72.944063
0.9325,10,72.968858
0.9575,6,72.976977
0.915,14,72.998932
-0.035,6,73.00879
0.86,18,73.049562
-0.0075,2,73.051596
-0.025,5,73.054103
0.8975,10,73.084091
0.99,2,73.086926
0.8325,25,73.142052
0.89,8,73.160236
0.98,2,73.161743
-0.1225,22,73.233196
-0.0725,5,73.238045
-0.025,3,73.244126
-0.05,5,73.253794
0.915,9,73.271271
0.95,4,73.278648
0.985,2,73.288855
0.9975,1,73.288855
0.6825,41,73.367243
-0.0075,1,73.370193
0.9,9,73.386583
0.55,49,73.457162
0.9925,1,73.46755
0.8625,11,73.486709
-0.015,2,73.489322
0.7275,29,73.574077
-0.15,21,73.611423
0.6175,48,73.703208
-0.015,1,73.706246
-0.1575,12,73.723971
0.955,5,73.729768
0.9625,4,73.741671
-0.0225,2,73.750765
0.9475,6,73.761703
0.975,3,73.769621
-0.005,1,73.771649
-0.1,15,73.80207
0.9625,5,73.812213
0.985,3,73.820453
0.88,10,73.843795
-0.07,11,73.861161
-0.0675,7,73.874489
0.9675,3,73.9021
-0.0275,5,73.916289
-0.0175,2,73.922008
0.9625,4,73.924019
-0.005,1,73.924019
0.9375,8,73.943811
-0.055,5,73.953813
-0.0875,12,73.979941
-0.0125,3,73.988783
-0.08,9,74.002738
0.9475,4,74.009668
0.9975,1,74.010668
-0.0225,5,74.021063
-0.075,4,74.029142
0.98,2,74.035869
0.9475,10,74.059601
0.0,1,74.060605
-0.0675,7,74.093962
0.0,1,74.098999
0.8875,22,74.134741
0.9875,1,74.137758
0.9175,6,74.144818
0.905,16,74.173786
-0.0525,4,74.188154
-0.025,2,74.191976
0.995,2,74.191976
0.93,12,74.211603
0.9575,5,74.219638
0.905,12,74.269041
-0.085,9,74.288213
0.9875,2,74.288213
0.995,1,74.288213
-0.01,2,74.29417
-0.265,16,74.325352
0.9875,2,74.327343
0.99,1,74.334916
0.995,2,74.336562
0.945,15,74.368482
0.9025,13,74.395773
0.9775,2,74.401934
0.8725,13,74.447416
0.9875,2,74.450452
0.9875,2,74.45826
-0.035,3,74.465922
-0.0125,5,74.474424
0.9425,8,74.494215
0.98,2,74.500505
0.9375,7,74.514214
-0.18,21,74.553081
-0.06,12,74.574079
-0.1875,21,74.654193
-0.0225,2,74.657265
0.9425,7,74.666502
0.9125,13,74.687383
0.0,1,74.691149
0.8,26,74.74188
-0.015,1,74.74188
-0.22,36,74.799149
0.9875,3,74.80624
-0.01,1,74.807645
0.9075,7,74.822807
0.665,44,74.892015
0.9875,2,74.899592
0.9025,10,74.922163
0.9225,7,74.958085
0.9875,1,74.958085
0.99,2,74.964035
0.77,35,75.176746
-0.0025,2,75.202115
-0.0525,7,75.212108
-0.23,26,75.265982
-0.19,18,75.294225
0.985,2,75.301874
0.925,12,75.320538
0.92,8,75.336492
0.9575,4,75.342303
-0.055,10,75.364165
-0.0275,4,75.372746
0.97,3,75.380063
-0.0875,14,75.435831
-0.195,21,75.466743
0.9675,5,75.473798
0.99,2,75.481238
0.9875,5,75.488338
-0.015,1,75.488338
-0.03,2,75.492042
0.9575,5,75.506253
-0.21,22,75.541911
0.3675,58,75.649576
-0.0275,4,75.656412
-0.04,6,75.667207
-0.24,26,75.735459
0.9775,3,75.741689
0.99,1,75.741689
0.9925,1,75.7442
0.7375,23,75.791931
0.85,14,75.815995
0.8975,15,75.841107
0.975,2,75.852062
0.9525,6,75.859038
0.9425,6,75.87408
-0.03,3,75.877435
0.95,5,75.891928
0.9475,6,75.901999
-0.055,10,75.947944
0.99,1,75.949956
0.9375,7,75.964638
0.94,5,75.971907
-0.005,1,75.973927
0.875,11,75.99427
-0.025,2,75.999568
-0.04,5,76.008592
0.6475,45,76.083913
-0.2075,16,76.109891
0.995,1,76.111897
0.975,3,76.119708
0.94,8,76.128296
-0.095,9,76.176906
0.765,27,76.227381
-0.225,23,76.271999
-0.08,9,76.285872
0.8075,21,76.316995
0.9925,1,76.316995
0.9875,4,76.324102
0.9375,8,76.333982
0.9775,3,76.339163
-0.0725,10,76.3672
0.815,17,76.397097
0.985,2,76.397097
0.9625,4,76.404133
-0.015,3,76.407887
0.995,1,76.407887
0.985,1,76.418031
-0.07,16,76.466382
-0.05,8,76.488385
0.9925,1,76.488385
-0.075,8,76.505664
-0.0575,5,76.513876
0.4575,57,76.622878
0.9675,3,76.629856
0.86,11,76.648483
-0.1475,12,76.667557
0.9775,5,76.676147
-0.0375,4,76.684918
-0.0375,8,76.709214
-0.19,21,76.758039
0.9075,10,76.784141
-0.3075,46,76.855953
0.7875,34,76.911906
0.9125,15,76.931209
0.9375,8,76.948099
0.9975,1,76.948099
0.925,10,76.971931
0.94,9,76.988031
0.93,12,77.014984
0.99,2,77.017992
0.9725,3,77.048518
0.975,8,77.062564
-0.03,2,77.066296
0.9475,6,77.073858
0.965,6,77.081471
0.995,1,77.088401
-0.1975,26,77.141746
0.92,11,77.171998
0.83,16,77.206014
0.915,11,77.229008
